str_no_string|NO STRING!
str_a_duel_between_you_and_s0_will_start_in_3_seconds|Um duelo entre você e {s0} irá começar em 3 segundos.
str_you_have_lost_a_duel|Você perdeu o duelo.
str_you_have_won_a_duel|Você ganhou o duelo!
str_server_s0|[!]: {s0}
str_disallow_ranged_weapons|Inabilitar armas de tiro
str_ranged_weapons_are_disallowed|Armas de tiro estão inabilitadas.
str_ranged_weapons_are_allowed|Armas de tiro estão habilitadas.
str_duel_starts_in_reg0_seconds|O duelo começa em {reg0} segundos...
str_dplmc_none|nenhum
str_dplmc_item_pool_no_items|Atualmente não há itens na pilhagem.
str_dplmc_item_pool_one_item|Há um item na pilhagem.
str_dplmc_item_pool_many_items|Há {reg20} itens na pilhagem.
str_dplmc_item_pool_abandon|Deixar os itens na pilhagem e continuar.
str_dplmc_item_pool_leave|Feito.
str_dplmc_hero_not_upgrading_armor|não atualizar armadura
str_dplmc_hero_upgrading_armor|atualizar armadura
str_dplmc_hero_not_upgrading_horse|não atualizar o cavalo
str_dplmc_hero_upgrading_horse|atualizar o cavalo
str_dplmc_hero_wpn_slot_none|Seguir usando ({s10})
str_dplmc_hero_wpn_slot_horse|Cavalo
str_dplmc_hero_wpn_slot_one_handed|Arma de Uma Mão
str_dplmc_hero_wpn_slot_two_handed|Arma de Duas mãos
str_dplmc_hero_wpn_slot_polearm_all|Arma de Haste
str_dplmc_hero_wpn_slot_arrows|Flechas
str_dplmc_hero_wpn_slot_bolts|Dardos
str_dplmc_hero_wpn_slot_shield|Escudo
str_dplmc_hero_wpn_slot_bow|Arco
str_dplmc_hero_wpn_slot_crossbow|Besta
str_dplmc_hero_wpn_slot_throwing|Arma de Arremesso
str_dplmc_hero_wpn_slot_goods|Bens
str_dplmc_hero_wpn_slot_head_armor|Armadura para cabeça
str_dplmc_hero_wpn_slot_body_armor|Armadura para o corpo
str_dplmc_hero_wpn_slot_foot_armor|Armadura para os pés
str_dplmc_hero_wpn_slot_hand_armor|Armadura para as mãos
str_dplmc_hero_wpn_slot_pistol|Pistola
str_dplmc_hero_wpn_slot_musket|Mosquete
str_dplmc_hero_wpn_slot_bullets|Balas
str_dplmc_hero_wpn_slot_animal|Animal
str_dplmc_hero_wpn_slot_book|Livro
str_dplmc_hero_wpn_slot_two_handed_one_handed|Duas mãos/Uma mão
str_dplmc_gather_information|reunir informação
str_dplmc_conclude_non_agression|assinar um tratado de não-agressão
str_dplmc_nearly_no|quase não
str_dplmc_less_than_one_hundred|menos de cem
str_dplmc_more_than_one_hundred|mais de cem
str_dplmc_more_than_two_hundred|mais de duzentos
str_dplmc_more_than_five_hundred|mas de quinhentos
str_dplmc_bring_gift|trazer o presente
str_dplmc_exchange_prisoner|para trocar {s10} contra {s11}
str_dplmc_has_been_set_free|{s7} foi posto em liberdade.
str_dplmc_tax_very_low|muito baixo
str_dplmc_tax_low|baixo
str_dplmc_tax_normal|normal
str_dplmc_tax_high|alto
str_dplmc_tax_very_high|muito alto
str_dplmc_place_is_occupied_by_insurgents|O lugar está ocupado por revoltos.
str_dplmc_relation_mnus_100_ns|{reg4?Ela:Ele} demonstra ser vingativo em relação a {s59}.
str_dplmc_relation_mnus_90_ns|{reg4?Ela:Ele} demonstra ser vingativo em relação a {s59}.
str_dplmc_relation_mnus_80_ns|{reg4?Ela:Ele} demonstra ser vingativo em relação a {s59}.
str_dplmc_relation_mnus_70_ns|{reg4?Ela:Ele} demonstra ódio em relação a {s59}.
str_dplmc_relation_mnus_60_ns|{reg4?Ela:Ele} demonstra ódio em relação a {s59}.
str_dplmc_relation_mnus_50_ns|{reg4?Ela:Ele} demonstra hostilidade em relação a {s59}.
str_dplmc_relation_mnus_40_ns|{reg4?Ela:Ele} demonstra irritação em relação a {s59}.
str_dplmc_relation_mnus_30_ns|{reg4?Ela:Ele} demonstra rancor em relação a {s59}.
str_dplmc_relation_mnus_20_ns|{reg4?Ela:Ele} demonstra relutância em relação a {s59}.
str_dplmc_relation_mnus_10_ns|{reg4?Ela:Ele} demonstra suspeitas em relação a {s59}.
str_dplmc_relation_plus_0_ns|{reg4?Ela:Ele} demonstra indiferença em relação a {s59}.
str_dplmc_relation_plus_10_ns|{reg4?Ela:Ele} se mostra cooperativo em relação a {s59}.
str_dplmc_relation_plus_20_ns|{reg4?Ela:Ele} se mostra acolhedor em relação a {s59}.
str_dplmc_relation_plus_30_ns|{reg4?Ela:Ele} se mostra favorável em relação a {s59}.
str_dplmc_relation_plus_40_ns|{reg4?Ela:Ele} demonstra apoio em relação a {s59}.
str_dplmc_relation_plus_50_ns|{reg4?Ela:Ele} se mostra amigável em relação a {s59}.
str_dplmc_relation_plus_60_ns|{reg4?Ela:Ele} demonstra gentileza em relação a {s59}.
str_dplmc_relation_plus_70_ns|{reg4?Ela:Ele} demonstra afeto em relação a {s59}.
str_dplmc_relation_plus_80_ns|{reg4?Ela:Ele} demonstra lealdade em relação a {s59}.
str_dplmc_relation_plus_90_ns|{reg4?Ela:Ele} demonstra devoção em relação a {s59}.
str_dplmc_s39_rival| {reg4?Ela:Ele} fareja rivais em {s39}
str_dplmc_s41_s39_rival|{s41}, {s39}
str_dplmc_s40_love_interest_s39|{s40}. Além de que seu interesse amoroso é {s39}.
str_dplmc_s40_betrothed_s39|{s40}. Além de que {reg4?ela é noiva:ele é noivo} de {s39}.
str_dplmc_reputation_martial|Diz-se que {s46} é uma pessoa marcial.
str_dplmc_reputation_debauched|Diz-se que {s46} é uma pessoa pervertida.
str_dplmc_reputation_pitiless|Diz-se que {s46} é uma pessoa impiedosa.
str_dplmc_reputation_calculating|Diz-se que {s46} é uma pessoa calculista.
str_dplmc_reputation_quarrelsome|Diz-se que {s46} é uma pessoa briguenta.
str_dplmc_reputation_goodnatured|Diz-se que {s46} é uma pessoa bondosa.
str_dplmc_reputation_upstanding|Diz-se que {s46} é uma pessoa honesta.
str_dplmc_reputation_conventional|Diz-se que {s46} é uma pessoa convencional.
str_dplmc_reputation_adventurous|Diz-se que {s46} é uma pessoa aventureira.
str_dplmc_reputation_romantic|Diz-se que {s46} é uma pessoa romântica.
str_dplmc_reputation_moralist|Diz-se que {s46} é moralista.
str_dplmc_reputation_ambitious|Diz-se que {s46} é uma pessoa ambiciosa.
str_dplmc_reputation_unknown|As motivações de {s46} são um livro fechado.
str_dplmc_s21__the_s5_is_bound_by_alliance_not_to_attack_the_s14s18_it_will_expire_in_reg1_days|{s21}^* O {s5} formou uma aliança com o {s14}.{s18} Ela se degradará em um pacto defensivo em {reg1} dias.
str_dplmc_s21__the_s5_is_bound_by_defensive_not_to_attack_the_s14s18_it_will_expire_in_reg1_days|{s21}^* O {s5} formou um pacto defensivo com o {s14}.{s18} Ele se degradará em um acordo comercial em {reg1} dias.
str_dplmc_s21__the_s5_is_bound_by_trade_not_to_attack_the_s14s18_it_will_expire_in_reg1_days|{s21}^* O {s5} assinou um acordo comercial com o {s14}.{s18} Ele se degradará em um tratado de não-agressão em {reg1} dias.
str_dplmc_small|pequena
str_dplmc_medium|média
str_dplmc_big|grande
str_dplmc_elite|elite
str_dplmc_very_decentralized|muito descentralizado
str_dplmc_quite_decentralized|bastante descentralizado
str_dplmc_little_decentralized|um pouco descentralizado
str_dplmc_neither_centralize_nor_decentralized|nem centralizado nem descentralizado
str_dplmc_little_centralized|um pouco centralizado
str_dplmc_quite_centralized|bastante centralizado
str_dplmc_very_centralized|muito centralizado
str_dplmc_very_plutocratic|muito plutocrática
str_dplmc_quite_plutocratic|bastante plutocrática
str_dplmc_little_plutocratic|um pouco plutocrática
str_dplmc_neither_aristocratic_nor_plutocratic|nem aristocrática nem plutocrática
str_dplmc_little_aristocratic|um pouco aristocrática
str_dplmc_quite_aristocratic|bastante aristocrática
str_dplmc_very_aristocratic|muito aristocrática*
str_dplmc_all_free|quase todos livres
str_dplmc_mostly_free|a maioria livres
str_dplmc_usually_free|geralmente livres
str_dplmc_mixture_serfs|um misto de servos e homens livres
str_dplmc_usually_serfs|geralmente servos
str_dplmc_mostly_serfs|a maioria servos
str_dplmc_all_serfs|quase todos servos
str_dplmc_very_quantity|um vasto número de soldados
str_dplmc_great_quantity|muitos soldados
str_dplmc_good_quantity|um bom número de soldados
str_dplmc_mediocre_quality|uma qualidade medíocre
str_dplmc_good_quality|uma boa qualidade
str_dplmc_great_quality|uma grande qualidade
str_dplmc_very_quality|uma qualidade muito elevada
str_dplmc_s21_the_s8_declared_war_to_fulfil_pact|{s21}. O {s8} Declarou guerra para cumprir o pacto
str_dplmc_very_laissez_faire|muito liberal
str_dplmc_quite_laissez_faire|bastante liberal
str_dplmc_little_laissez_faire|um pouco liberal
str_dplmc_neither_mercantilist_nor_laissez_faire|nem muito mercantilista nem totalmente liberal
str_dplmc_little_mercantilist|um pouco mercantilista
str_dplmc_quite_mercantilist|bastante mercantilista
str_dplmc_very_mercantilist|muito mercantilista
str_dplmc_how_will_your_male_vassals_be_known|Como os seus vassalos homens serão conhecidos?
str_dplmc_how_will_your_female_vassals_be_known|Como os seus vassalos mulheres serão conhecidas?
str_dplmc_s40_married_s39|{s40}. Além de que {reg4?ela é casada:ele é casado} com {s39}.
str_dplmc_fief_exchange_ask_interest|Você estaria interessado em trocar feudos?
str_dplmc_fief_exchange_not_interested|Não, eu não tenho interesse nisso.
str_dplmc_fief_exchange_listen|Isso é um pouco incomum, mas não sem precedentes. Eu vou ouvir. Qual dos meus feudos você tem em mente?
str_dplmc_fief_exchange_listen_player_approval|Isso é um pouco incomum, mas uma vez que você é {o rei/a rainha} não há ninguém que possa se opor. Qual dos meus feudos você tem em mente?
str_dplmc_fief_exchange_listen_s10_approval|Isso é um pouco incomum, mas a menos que {s10} se oponha, não há razão para não fazermos. Qual dos meus feudos você tem em mente?
str_dplmc_fief_exchange_listen_2|Que feudo você oferece em troca?
str_dplmc_fief_exchange_refuse_home|Não tenho intenção em abrir mão de {s14}.
str_dplmc_fief_exchange_refuse_town|Eu não quero trocar uma cidade por um castelo ou aldeia.
str_dplmc_fief_exchange_refuse_castle|Eu não quero trocar um castelo por uma mera aldeia.
str_dplmc_fief_exchange_refuse_rich|Eu não quero trocar um feudo rico por um muito pobre.
str_dplmc_fief_exchange_refuse_s14_attack|Falemos disso depois quando {s14} não estiver sob ataque.
str_dplmc_fief_exchange_accept|Essa troca é aceitável para mim.
str_dplmc_fief_exchange_accept_reg3_denars|Essa troca é aceitável para mim, se você estiver disposto em fornecer {reg3} aurums para cobrir meus gastos com a mudança.
str_dplmc_fief_exchange_confirm|Então está resolvido.
str_dplmc_fief_exchange_confirm_reg3_denars|Então está resolvido. Aqui estão seus {reg3} aurums.
str_dplmc_your_s11_s10|Seu {s11}, {s10}
str_dplmc_reg6my_reg7spouse|{reg7?Meu amor:{Meu marido/Minha esposa}}
str_dplmc_refuse_support_s43_named_s4|Apoiar {s43} como {s4}? Eu acho que não.
str_dplmc_comment_you_enfiefed_a_commoner_supportive|Eu entendo que você deu {s51} a {s54}. Outros podem achar isso controverso, mas eu acredito que o {s54} será um governante capaz, e que {reg4?ela:ele} não {o/a} deixará para baixo.
str_dplmc_sirmadame|{senhor/senhora}
str_dplmc_sirmadam|{senhor/senhora}
str_dplmc_my_lordlady|{milorde/milady}
str_dplmc_your_highness|sua alteza
str_dplmc_grandfather|avô
str_dplmc_grandmother|avó
str_dplmc_grandson|neto
str_dplmc_granddaughter|neta
str_dplmc_half_brother|meio-irmão
str_dplmc_half_sister|meia-irmã
str_dplmc_sister_wife|esposa-irmã
str_dplmc_co_husband|co-marido
str_dplmc_co_spouse|co-esposa
str_dplmc_friend|amigo
str_dplmc_ally|aliado
str_s54_is_deceased|{s54} faleceu
str_dplmc_political_explanation_original_lord|Nesse caso, a fortaleza irá para o proprietário original.
str_dplmc_s0_and_s1|{s0} e {s1}
str_key_0|0{***}
str_key_1|1{***}
str_key_2|2{***}
str_key_3|3{***}
str_key_4|4{***}
str_key_5|5{***}
str_key_6|6{***}
str_key_7|7{***}
str_key_8|8{***}
str_key_9|9{***}
str_key_a|A{***}
str_key_b|B{***}
str_key_c|C{***}
str_key_d|D{***}
str_key_e|E{***}
str_key_f|F{***}
str_key_g|G{***}
str_key_h|H{***}
str_key_i|I{***}
str_key_j|J{***}
str_key_k|K{***}
str_key_l|L{***}
str_key_m|M{***}
str_key_n|N{***}
str_key_o|O{***}
str_key_p|P{***}
str_key_q|Q{***}
str_key_r|R{***}
str_key_s|S{***}
str_key_t|T{***}
str_key_u|U{***}
str_key_v|V{***}
str_key_w|W{***}
str_key_x|X{***}
str_key_y|Y{***}
str_key_z|Z{***}
str_key_numpad_0|Numpad 0{***}
str_key_numpad_1|Numpad 1{***}
str_key_numpad_2|Numpad 2{***}
str_key_numpad_3|Numpad 3{***}
str_key_numpad_4|Numpad 4{***}
str_key_numpad_5|Numpad 5{***}
str_key_numpad_6|Numpad 6{***}
str_key_numpad_7|Numpad 7{***}
str_key_numpad_8|Numpad 8{***}
str_key_numpad_9|Numpad 9{***}
str_key_num_lock|Num lock{***}
str_key_numpad_slash|Numpad slash{***}
str_key_numpad_multiply|Numpad multiply{***}
str_key_numpad_minus|Numpad minus{***}
str_key_numpad_plus|Numpad plus{***}
str_key_numpad_enter|Numpad enter{***}
str_key_numpad_period|Numpad period{***}
str_key_insert|Insert{***}
str_key_delete|Delete{***}
str_key_home|Home{***}
str_key_end|End{***}
str_key_page_up|Page up{***}
str_key_page_down|Page down{***}
str_key_up|Up{***}
str_key_down|Down{***}
str_key_left|Left{***}
str_key_right|Right{***}
str_key_f1|F1{***}
str_key_f2|F2{***}
str_key_f3|F3{***}
str_key_f4|F4{***}
str_key_f5|F5{***}
str_key_f6|F6{***}
str_key_f7|F7{***}
str_key_f8|F8{***}
str_key_f9|F9{***}
str_key_f10|F10{***}
str_key_f11|F11{***}
str_key_f12|F12{***}
str_key_space|Space{***}
str_key_escape|Escape{***}
str_key_enter|Enter{***}
str_key_tab|Tab{***}
str_key_back_space|Back space{***}
str_key_open_braces|Open braces{***}
str_key_close_braces|Close braces{***}
str_key_comma|Comma{***}
str_key_period|Period{***}
str_key_slash|Slash{***}
str_key_back_slash|Back slash{***}
str_key_equals|Equals{***}
str_key_minus|Minus{***}
str_key_semicolon|Semicolon{***}
str_key_apostrophe|Apostrophe{***}
str_key_tilde|Tilde{***}
str_key_caps_lock|Caps lock{***}
str_key_left_shift|Left shift{***}
str_key_right_shift|Right shift{***}
str_key_left_control|Left control{***}
str_key_right_control|Right control{***}
str_key_left_alt|Left alt{***}
str_key_right_alt|Right alt{***}
str_freerogues|Some Freelancer Mercenaries have gone rogue, defecting from their masters and striking out on their own!{***}
str_mysteryinvestigations|Go to Anher Throthradien to talk about the missing portrait.{***}
str_arlinareport|Report to Queen Arwen.{***}
str_assassinsoral|Continue on to interrogate Artanher Zaos, who hired the assassins.{***}
str_interrogated_the_count|You have interrogated Anher Throthradien and from your proof, you gather that it was an Assassin of Ral'Daiun party that did it. But why?{***}
str_fruitless_efforts_to_investigate|Go report back to Linthrandil. Your investigations have proved fruitless.{***}
str_you_have_been_asked_to_destroy_renegades|You have been asked to destroy a renegade Tolranian party.{***}
str_you_have_been_asked_to_destroy_secretarians|You have been asked to destroy a group of dangerous Secretarians.{***}
str_you_have_been_asked_to_destroy_rebel_tribe|You have been asked to destroy a rebel Draharan tribe's army.{***}
str_you_have_been_asked_to_destroy_new_gods_worshippers|You have been asked to destroy a large party of New God Worshippers.{***}
str_you_have_been_asked_to_destroy_third_legion_deserters|You have been asked to defeat Hakkon deserters that are fleeing to the Third Legion.{***}
str_you_have_been_asked_to_destroy_rebhuscarls|You have been asked to defeat a group of dangerous rebel huscarls.{***}
str_krysannalovequest1|Search for Kaiyrithe. Krysanna mentioned that Kaiyrithe was with the rest of the Geldarin who were granted pardon to return to Elintor.{***}
str_slave_uprising|A large army of slaves has decided to rebel against their masters and have gone rogue!{***}
str_kill_rdahcim_and_track_to_lair|Track the rogue Rdahcim down and kill him. Then find his lair and take back the relic of the Galwe scholar.{***}
str_find_center_of_learning|Travel to Tolranian lands and find the town known as the 'Center of Learning'. The man at Grund says there you will find someone to inform you about the whereabouts of the Red Immortals.{***}
str_to_teramma|Travel to Sasspegah Castle to talk to the 'Mythseeker'.{***}
str_to_amarna|Travel to Amarna and talk to the scholar there.{***}
str_to_dhibbain|Travel to the village of Wahran.{***}
str_take_third_legion_outpost|Visavo Austad has asked you to defeat Atanos Octiem's Third Legion at the Third Legion Outpost with the help of his men. Visavo Austad must be in your party to complete the quest.{***}
str_clear_venetor_of_hostiles|Confront the inhabitants of the abandoned stronghold of Venetor and, if necessary, remove them by force. Report to Atanos Austad when finished.{***}
str_defend_venetor|Join the Third Legion forces at the stronghold and wait for the assault of the enemy.{***}
str_venetor_failed|Return to the Third Legion Outpost and talk to Atanos Austad about the defeat.{***}
str_contact_krain|Talk to the merchant in Krain, Atanos Austad's contact, about setting up trade for the new city of Venetor.{***}
str_visit_trainer|Talk to a trainer, found at the many training grounds scattered about Perisno.{***}
str_find_literary_scholar|Find the book on the dueler in the library at Galwe.{***}
str_read_dueler_book|Read the Anthology on the Dueler to look for a clue on the Dueler's whereabouts.{***}
str_search_for_dueler|Search for the Dueler in the jungle civilizations of the Aroulo Ojibwakan.{***}
str_return_dueler_book|Return the Anthology on the Dueler to the scholar in the Galwe library.{***}
str_meet_weapons_enthusiast|Meet up with the Weapons Enthusiast in Arendal and tell him of your success.{***}
str_generic_rumor_1|I heard that the Tower of Tolranus is really quite the structure. Amazing, what people can make these days with enough time and money on their hands.{***}
str_generic_rumor_2|Some day I would love to venture out to the far reaches of the land. The snowy mountains of Nisaynia are rich with other cultures that are just begging to be explored.{***}
str_generic_rumor_3|A Volheere man approached me a few days ago and asked me if I knew where they made ale. I told him I didn't know, and he wandered off, shaking his head. A strange folk, the Volheerians.{***}
str_generic_rumor_4|You know, I heard that a distant empire called the Klyrintin Empire was sending a fleet over to Perisno to explore. It is said these Klyrintins have amazing discipline. I do not believe it though.{***}
str_generic_rumor_5|I have heard that the Reich des Drachen came from a land full of mysterious and unusual creatures. Imagine what it would be like to see these animals with your own eyes...{***}
str_generic_rumor_6|I heard that a band of men called the Red Immortals from the Old Hakkon empire are in Perisno. You might want to ask a man in Grund, though. It was he who told me.{***}
str_generic_rumor_7|My friend was a Tolranian spy and worked in the field in the forest of the Elintorans. He was always amazed by their skills and claimed that in a training excercise one Naphali hit the bullseye on a target 14 times in a row.{***}
str_generic_rumor_8|One of my contacts recently asked me if I knew anything about something called the Kingslayer sword. He said he was searching for it.{***}
str_generic_rumor_9|I heard a rumor that a man called Ulfhednar was landing on the shores of Perisno with a mighty host of Volheere berserkers to wreak havoc upon the land. As if we did not have enough on our hands already!{***}
str_generic_rumor_10|I heard that the Grazir Worshippers were gathering an army because of some unknown reasons. Let us hope they never succeed in whatever they are planning.{***}
str_generic_rumor_11|The men of the Valahir Clan are supposed to be some of the fiercest and relentless warriors in all the lands of Perisno. Their mastery of the way of the axe is unparalelled.{***}
str_generic_rumor_12|A traveler recently came to me and talked to me about an empire called the Klyrintin, over in the distant shores. He said that they were interested in exploring, and were heading to Perisno.{***}
str_generic_rumor_13|The constant wars of Perisno have made its populace one of the most resilient in all of the lands. That said, there is only so much conflict one can stand in a life.{***}
str_generic_rumor_14|You know, I heard that the Great Bard Taragith is staying in Amarna right now. Who knows, maybe we can catch sight of him in the tavern!{***}
str_generic_rumor_15|I met a man who called himself a 'Republic Scholar' at the great library of Galwe. He said he was trying to find answers to a new form of government, called a Republic. How interesting, don't you think?{***}
str_generic_rumor_16|On an journey across Draharan lands I came across a band of men riding massive beasts with white swords protruding from either side of their mouths. Had I not been riding my trusty steed Rekin, they just may have caught me.{***}
str_generic_rumor_17|I do not have any rumors to tell but do you know the history of the Hakkon and Tolranians? They say the Tolranians were once Hakkonese but broke away and sailed to Perisno. Interesting stuff, huh?{***}
str_generic_rumor_18|I heard about someone called the Invincible knight. Said that he was the finest weapons master in this land and could defeat anyone. I wonder ...{***}
str_generic_rumor_19|I heard that the savage Volheere eat the corpses of dead men. Imagine that ... or rather, don't imagine that! How horrible. Watch yourself when you fight them.{***}
str_generic_rumor_20|Many people claim to have seen mysterious creatures riding around the lands of the Reich des Drachen. I for one think these people have lost their marbles.{***}
str_generic_rumor_21|A man came to me and told me about the supposed place where the Reich des Drachen comes from - the Isle of the Dragon. They say that exotic creatures roam there. I would love to see one.{***}
str_generic_rumor_22|It is said that the Amazons kill any male babies that they have or make them slaves. How horrible, don't you think?{***}
str_generic_rumor_23|I saw it happen, one day long, long ago. A fleet of ships carrying a strange banner of Nisaynia wrecked on the coast of Reich lands. Hundreds of men swarmed out of these ships, eager to raid and pillage anything in their paths.{***}
str_generic_rumor_24|A friend of mine, a scholar from the University of Galwe, told me that they were making breakthroughs on studying ancient artifacts and weapons. I don't get the point of history...{***}
str_generic_rumor_25|While I was traveling, a group of bandits ambushed me. Suddenly, a group of Glory-Seeking Men came to my rescue and drove them away. I love how they keep these lands safe.{***}
str_generic_rumor_26|While I was traveling, I was accosted by a group of Eagle Knights. The only thing that saved me from being killed from them were a group of Grazir Worshippers that ambushed them. The irony!{***}
str_generic_rumor_27|I owe my life to the great Sultan Yusuf Al-Salah. A band of Deskouk Slavers were closing in on me and about to capture me when he rode in and scared them off with his fearsome Garudas.{***}
str_generic_rumor_28|A colleague of mine told me that a group of Hakkon inquisitors put a lord on trial and killed him. Then they stripped him of his lands and titles and took them for their own.{***}
str_generic_rumor_29|An associate of mine told me that there was a man called the Mythseeker who was crazy. It is said he searches endlessly for myths and tries to prove them to be fact. The scholars of Galwe would definitely disapprove!{***}
str_generic_rumor_30|I am a firm beliver in the practices of the New Gods. Unlike the violent Old Gods, they honor values such as peace, chivalry, grace, and family coherence.{***}
str_generic_rumor_31|The New Gods are nothing but peace-loving hooligans who know nothing of the true nature of life. The Old Gods are right in honoring war and strength over peace.{***}
str_generic_rumor_32|There is nothing like the thundering drum of hooves on the earth and the metallic uproar of steel hitting steel to make a man feel alive{***}
str_generic_rumor_33|I always love being in a town whilst a tournament is going on. Even though it scarcely happens, feeling you get when your man fights his way through every last round of the tournament is euphoric.{***}
str_generic_rumor_34|Sometimes when I am bored I will travel to Galwe and pick out a few books an Ancient Perisnoan History. It fascinates me how much Perisno has changed since the rule of the Venetoran Empire.{***}
str_generic_rumor_35|The best part of traveling in Perisno is sailing to the Valahir lands. The air is always crisp with a soft and cool edge, and the vast expanses of water give an impression of solitude that is hard to come by on the mainland.{***}
str_tolrania_rumor_1|It breaks my heart to see my babies go out to fight. We are at war so often, I hope those cursed Naphali go to hell! They have no business here.{***}
str_tolrania_rumor_2|I am still aghast by the treachery of the Hakkons that took place so long ago. No wonder Captain Otto Waveshore decided to flee.{***}
str_tolrania_rumor_3|I heard a story recently from a wandering bard about a foreign empire called the Klyrintin Empire. What utter nonsense!{***}
str_tolrania_rumor_4|Our family history is rooted within the walls of this city. Tolrania runs in our blood, and we are proud to call it our home!{***}
str_tolrania_rumor_5|My brave son, Ralim, fought in the War of the Woods. He is now sick and dying still scarred from his battle wounds, with no one to care for him. My brave, brave son.{***}
str_tolrania_rumor_6|My brother Nemol is due to return from a a recent Tolranian campaign any day now. We have all awaited this moment since our men stepped foot outside the gates of this city!{***}
str_tolrania_rumor_7|The Tower of Tolranus ... t'is a wonderful landmark. I visited it recently, and it bears no mark of age! Truly a wonder ...{***}
str_tolrania_rumor_8|Stay away from Naphali, stranger. I heard from a wise man that they are savage barbarians with no sense of morality. They are unnatural.{***}
str_tolrania_rumor_9|There is no feeling quite the same as the sense of security brought forth by these big, strong walls and our loyal guardsmen. We should all be grateful that we have such a thing.{***}
str_tolrania_rumor_10|There is word going around the tavern that Lord Haglar Malin is coming to visit in a few days. I for one think the talk is a load of rubbish.{***}
str_tolrania_rumor_11|The brave Tolranian Kingsmen ... they are a true symbol of honor to our great nation. I heard that one of them managed to defeat four Naphali rangers, in one to one combat!{***}
str_tolrania_rumor_12|Wars ... neverending wars. I believe that someone should step up for once and call and end to all this bloodshed! The pen is mightier than the sword, I tell you!{***}
str_tolrania_rumor_13|Those damned forest bandits ... especially that Nibor Hood! He is a hypocrite! He robbed me of my son and my possessions! Hopefully the nobles can see him hanged.{***}
str_tolrania_rumor_14|The local patrols have had a hard time dealing with the local outlaws...they seem to be multiplying faster than they can be slain!{***}
str_tolrania_rumor_15|That man ... Nibor Hood. He is a true symbol of justice - a ... a freedom fighter! The Tolranian government is corupt. I hope he will succeed one day!{***}
str_tolrania_rumor_16|Many people have expressed a desire for a tavern renovation. The problem is, the current tavern has become a part of this town's legacy; only a fool would destroy such a place full of history{***}
str_tolrania_rumor_17|Say, have you heard of a strange group of people called the Monks of Tagair? It is said they do nothing but chronicle the lives of famous men, all day and night!{***}
str_tolrania_rumor_18|A shady character talked to me a few days ago... said he wanted to know something about a man called the Mythseeker. How strange...{***}
str_tolrania_rumor_19|There was a man called Karkar who approached me a few days ago. Said he wanted to sketch the city. That's something, eh?{***}
str_tolrania_rumor_20|Those Naphali{***}
str_visit_demon_shrine|Find the Grazir Shrine and see if you are worthy enough to join the ranks of the Grazir Worshippers.{***}
str_drachenquestline1|High Priestess of the Dragon Khivachis has tasked you with the job of escorting Wyvern Riders to Voldeburg. Be wary, for there are Secretarian Dragon Priests everywhere waiting to strike at their enemies.{***}
str_drachenquestline2|High Priestess of the Dragon Khivachis has tasked you with the job of defeating at least 5 parties of secretarian dragon priests. You will be paid 1500 for every party you destroy.{***}
str_drachenquestline3|High Priestess of the Dragon Khivachis has tasked you with the job of defeating the leader of the Secretarians.{***}
str_defeat_kalrind|You have been asked to defeat Kalrind, an upstart and infamous Geldarin noble who has been causing a lot of trouble for Elintoran Naphali.{***}
str_peasant_rebels_ag|You have been asked to defeat a group of rebel peasants and take back their money that they stole from a village elder.{***}
str_oim_horse_ambush_text|You were ambushed. Now you shall have to fight.{***}
str_begleitung_omelian_kasap_party|Escort company of nihonian mercenaries to the town of Vinica.{***}
str_crush_rebellion_in|Crush the rebellion in Vinica.{***}
str_begleitung_ataman_omelian_kasap_party|Escort ataman Omelian Kasap to the town of Vinica.{***}
str_sprechen_sie_mit_omelian_kasap|Talk to Omelian Kasap, the ataman of Mercenary Nihonians.{***}
str_gesprach_mit_herr_p_town_7|Talk to the owner of Vinica.{***}
str_sprechen_sie_mit_mercenary_nihonian|Talk to Mercenary Nihonians.{***}
str_rekrutierung_von_mercenary_nihonians|Hire several Mercenary Nihonians. Talk to them again when they are in your party.{***}
str_the_contract_was_signed|The contract was signed. Now you should go and talk to {s9}{***}
str_quest_is_complete_s9|The quest is complete. Return to the {s9}.{***}
str_begleitung_syabr_party|Escort Syabr to the town of {s8}.{***}
str_defeat_freelancer_deserters|Defeat the group a freelancer deserters{***}
str_return_to_the_augustus|Return to Augustus Makmix.{***}
str_freelancer_deserters_eliminated_by_another|Group a freelancer deserters has been eliminated by another party.{***}
str_sign_contract_with_the_leader_of_freelancer_guild|Sign a contract with the leader of Freelancer Guild, Augustus Makmix, about hiring the freelancers for the garrison and patrols of the town of {s8}.{***}
str_ask_the_local_guild_master|Ask the local guild master about the slaves.{***}
str_return_to_the_tavernkeeper|You now have the money! Return to the tavernkeeper.{***}
str_masnerian_mercenaries_eliminated_by_another|Group a Masnerian mercenaries has been eliminated by another party.{***}
str_defeat_masnerian_mercenaries|Defeat the group a Masnerian mercenaries{***}
str_ask_the_tavern_keeper_from|Ask the tavern keeper from {s8} about the slaves he recently bought.{***}
str_prisoner_mosoru_gesprach_fortsetzung|Find another one of Mosoru riders and enquire him about the attack on Syarb's party.{***}
str_prisoner_mosoru_gesprach|Find one of Mosoru riders and enquire him about the attack on Syarb's party.{***}
str_zann_ronin_gesprach|Talk to the scout that joined you party.{***}
