dlga_start:close_window.1|{s3}
dlga_mayor_war_description_3:mayor_war_description_4|Gostaria de salientar mais uma vez que a guilda dos mercadores nada tem a ver com a política. Mas se {s10} me pedisse conselho sobre estes assuntos, como seu leal súdito eu lhe diria que, por mais que seu direito de governar toda Calradia seja verdadeiramente legítimo, até a mais justa reclamação deve ser respaldada por homens armados, e os homens armados requerem dinheiro, e o dinheiro provém do comércio, e o comércio se arruína com a guerra. Por isso, às vezes a melhor maneira de impulsionar uma reclamação não é impulsionando-a em excesso, se entende o que quero dizer...
dlga_mayor_war_description_4:mayor_prepolitics|Você pode comentar sobre isso com {s10}, caso {reg4?a:o} veja. Mas não mencione meu nome especificamente... simplesmente diga que "o povo de {s4}" lhe contou isto. Nossa opinião pessoal, naturalmente, é que isso se corresponde com os mais altos interesses do {s10}. Nenhum de nós ousaria questionar o direito soberano de um monarca para incentivar suas legítimas pretensões.
dlga_mayor_political_questions:mayor_politics_assess|Qual é a política de {s10} a respeito dos outros reinos de Calradia?
dlga_mayor_politics_assess:mayor_politics_assess_realm|A que reino se refere?
dlga_mayor_politics_assess_realm:mayor_politics_give_realm_assessment|{s11}.
dlga_mayor_politics_give_realm_assessment:mayor_prepolitics|{s14}.
dlga_mayor_political_questions:mayor_internal_politics|O que você pode me dizer sobre a política interna destes reinos?
dlga_mayor_internal_politics:mayor_internal_politics_2|Bem, aqui no {s4} nos mantemos bem unidos por nosso amor por {s5} e apoiamos plenamente suas legítimas pretensões para governar sobre toda Calradia. Mas escutei alguns viajantes falarem sobre disputas internas em outros reinos...
dlga_mayor_internal_politics_2:mayor_internal_politics_3|Os lordes de um reino muitas vezes têm ideias muito diferentes sobre a honra, a estratégia, e a forma com que a nobreza deveria se comportar. Além disso, competem entre si pelo favor de seu soberano, e constantemente buscam aumentar sua posição, a de sua família e aliados frente a de seus inimigos.
dlga_mayor_internal_politics_3:mayor_internal_politics_4|Por trás de todas estas tensões existe a possibilidade de que um nobre importante abandone seu senhor, e renda lealdade a outro. Na teoria, cada nobre prestou um juramento de vassalagem, mas na prática, um vassalo sempre poderá assegurar que seu senhor não pôde sustentar sua parte do trato de proteger o vassalo ou de tratá-lo justamente. Ou melhor, o vassalo poderia afirmar diretamente que seu senhor é na realidade um usurpador, e que outro tem maior direito ao trono.
dlga_mayor_internal_politics_4:mayor_internal_politics_5|Suseranos e vassalos vigiam-se uns aos outros com extrema cautela. Se um rei crê que um vassalo vai mudar de lado ou aderir a uma rebelião, ele pode acusá-lo por traição e apoderar-se das suas propriedades. Do mesmo modo, se um vassalo tem certo temor de que será acusado, pode rebelar-se. Em geral, quem realizar o primeiro movimento poderá ficar com o controle das fortalezas do vassalo em questão.
dlga_mayor_internal_politics_5:mayor_prepolitics|Agora vejamos, os homens não confiam plenamente em um nobre vassalo que muda de lado facilmente, nem confiarão tampouco em um rei que acuse todo mundo de traição com ligeireza. Estes dois fatores são determinantes para manter um reino unido. Mas se as relações entre vassalo e suserano se deterioram o suficiente, as coisas poderiam chegar a tornarem-se extremamente graves... Em outras terras, claro. Estes tipos de problemas jamais poderiam acontecer aqui, no {s4}.
dlga_mayor_political_questions:mayor_pretalk|Isso é tudo. Obrigad{o/a}.
dlga_merchant_quest_about_job:merchant_quest_about_job_2|O que tem isso?
dlga_merchant_quest_about_job_2:merchant_quest_what_if_fail|O que acontece se eu não puder terminá-lo?
dlga_merchant_quest_about_job_2:merchant_quest_about_job_working|Bem, ainda estou trabalhando nisso.
dlga_merchant_quest_about_job_working:mayor_pretalk|Bom. Garanto que resolverá tudo.
dlga_merchant_quest_last_offered_job:merchant_quest_brief|Ei, você quer reconsiderá-lo? Bem...
dlga_merchant_quest_what_if_fail:mayor_pretalk|Espero que não fracasse. Nesse caso, você terá que me reembolsar o valor das mercadorias que leva.
dlga_merchant_quest_what_if_fail:mayor_pretalk.1|Bem, faça o possível para terminá-lo.
dlga_merchant_quest_taken:mayor_pretalk|Excelente. Conto com você então. Boa sorte.
dlga_merchant_quest_stall:mayor_pretalk|Bem, o trabalho estará disponível por pelo menos mais alguns dias, suponho. Diga-me se decidir aceitá-lo.
dlga_mayor_economy_report_1:mayor_economy_report_2|{s32}
dlga_mayor_economy_report_2:mayor_economy_report_3|{s42}
dlga_mayor_economy_report_3:mayor_pretalk|{s47}
dlga_merchant_quest_requested:merchant_quest_brief|Bem, você parece ser bastante capaz. Creio que poderia ter algo para você.
dlga_merchant_quest_brief:merchant_quest_looters_choice|Temos tido algumas lutas nas proximidades de {s5}, ultimamente, e com todo o caos resultante alguns de nossos vizinhos menos exemplares tentaram fazer sua fortuna assaltando as tendas e fazendas durante a confusão. Foram levadas muitas mercadorias valiosas. Preciso de alguém que dê uma lição a esses desgraçados. Poderia ser um trabalho para você?
dlga_merchant_quest_looters_choice:merchant_quest_looters_brief|Sim, farei esse trabalho.
dlga_merchant_quest_looters_choice:merchant_quest_stall|Temo que não posso aceitar esse trabalho agora.
dlga_merchant_quest_looters_brief:close_window|Excelente! Você encontrará os salteadores perambulando pelo campo, provavelmente tentando roubar as pessoas decentes. Mate ou capture esses indesejáveis, não me importa o que faça com eles. Pagarei uma recompensa de 40 denares por cada bando de salteadores que você destruir, até que acabe com todos eles.
dlga_merchant_quest_requested:merchant_quest_explain_2|Bem, você certamente poderia nos fazer um grande favor... Como já deve saber, alguns {s10}s cruzaram as fronteiras para atacar nossa boa gente. O {s5} está sendo pressionado por muitos de seus mais belicosos vassalos para responder a tal afronta com uma declaração de guerra total. Infelizmente, enquanto os grandes nobres desta terra se enriqueceriam com o derramamento de sangue, nós, os plebeus, nos veríamos presos em meio ao conflito e seríamos os que mais sofreriam as consequências.
dlga_merchant_quest_explain_2:merchant_quest_brief|Não digo que o {s5} deva ignorar esta agressão... longe disso! Mas se ele encomendar um de seus vassalos para responder, o círculo de provocações inevitavelmente conduzirá a situação a um enfrentamento aberto formal. Agora, se um forasteiro intervir e conseguir derrotar um nobre de {s10} em campo aberto, a honra então seria reparada e isso certamente amansaria o clamor da guerra. Se o nobre derrotado fosse um arruaceiro respeitável... {s7}... então os {s10}s fariam vista grossa disso.
dlga_merchant_quest_brief:merchant_quest_retaliate_confirm|Precisamos que enfrente e vença o {s7}. Isto não será uma tarefa fácil, e {esse estranho/essa estranha} poderia prejudicar sua relação com os {s10}s, mas ficaríamos muito agradecidos. Nós não poderíamos reconhecer uma conexão com {esse estranho/essa estranha}, mas teríamos certeza de que {ele/ela} seria generosamente recompensad{o/a}... Você poderia fazer isso?
dlga_merchant_quest_retaliate_confirm:merchant_quest_track_bandits_brief|Sim, posso fazê-lo.
dlga_merchant_quest_retaliate_confirm:merchant_pretalk|Prefiro não me envolver neste tipo de assuntos.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice|Os piratas sem dúvida terão seus navios atracados em uma baía bem oculta, em algum lugar ao longo da costa, preferencialmente junto a algum curso d'água. A melhor maneira de descobrir sua localização seria encontrar um grupo de piratas que pareça estar retornando a sua base para reabastecer-se, e segui-lo.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.1|Bandidos como estes costumam assentar-se nas colinas à beira do deserto, normalmente próximos de algum manancial, já que tal localização lhes proporciona água e segurança. A melhor forma de descobrir sua localização seria encontrar um grupo de bandidos do deserto que pareça estar retornando a sua base para reabastecer-se, e segui-lo.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.2|Bandidos como estes costumam assentar-se nas terras altas, muitas vezes sobre um declive bem acentuado, que lhes proporcione boa visibilidade sobre todo o território circundante. Isto os torna difíceis de surpreender. A melhor forma de descobrir sua localização seria encontrar um grupo de bandidos da montanha que pareça estar retornando a sua base para reabastecer-se, e segui-lo.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.3|Bandidos como estes costumam assentar-se em acampamentos no meio da floresta, às vezes em pântanos. A melhor forma de descobrir sua localização seria encontrar um grupo de bandidos da floresta que pareça estar retornando a sua base para reabastecer-se, e segui-lo.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.4|Bandidos como estes costumam assentar-se em acampamentos dentro das mais densas áreas da estepe, onde podem se esconder. A melhor forma de descobrir sua localização seria encontrar um grupo de bandidos da estepe que pareça estar retornando à sua base para reabastecer-se, e segui-lo.
dlga_destroy_lair_quest_brief:merchant_quest_track_bandit_lair_choice.5|Bandidos como estes costumam estabelecer seus acampamentos no meio da floresta. A melhor forma de descobrir sua localização seria encontrar um grupo de bandidos da tundra que pareça estar retornando a sua base para reabastecer-se, e segui-lo.
dlga_merchant_quest_track_bandit_lair_choice:merchant_quest_destroy_lair_brief|Certo, assim o farei.
dlga_merchant_quest_track_bandit_lair_choice:lord_pretalk|Temo que não posso aceitar esta missão agora.
dlga_merchant_quest_destroy_lair_brief:close_window|Muito bem, esperaremos notícias de seus êxitos.
dlga_merchant_quest_requested:merchant_quest_brief.1|Ouvimos dizer que {s4}, alguns viajantes na rota {reg4?para:de} {s5} foram atacados por {s7}.
dlga_merchant_quest_brief:merchant_quest_track_bandits_choice|Gostaríamos que você rastreasse estes {s4}. Os mercadores da cidade nos deram uma descrição de seu líder e prepararam uma generosa recompensa. Se você puder caçá-los e destruí-los, faremos com que seus esforços valham a pena...
dlga_merchant_quest_track_bandits_choice:merchant_quest_track_bandits_brief|Muito bem, farei isso.
dlga_merchant_quest_track_bandits_brief:close_window|Ótimo. O grupo certamente não permanecerá parado em uma mesma área, mas é possível que outros viajantes os tenham visto passar.
dlga_merchant_quest_track_bandits_choice:merchant_quest_stall|Temo que não posso aceitar este trabalho agora.
dlga_merchant_quest_requested:merchant_quest_brief.2|Está à procura de trabalho? Precisamente eu estava buscando alguém para entregar um pedido de {s4}. Talvez você possa cuidar disso...
dlga_merchant_quest_brief:merchant_quest_brief_deliver_wine|Tenho um carregamento de {s6} que deve ser entregue na taverna de {s4}. Se você puder levar {reg5} unidades de {s6} a {s4} em 7 dias, você pode ganhar {reg8} denares. O que me diz?
dlga_merchant_quest_brief_deliver_wine:merchant_quest_taken|Muito bem. Farei a entrega.
dlga_merchant_quest_brief_deliver_wine:merchant_quest_stall|Temo que não posso levar o carregamento agora.
dlga_merchant_quest_requested:merchant_quest_brief.3|Está procurando trabalho? Precisamente estava buscando alguém que escoltasse uma caravana. Talvez você possa fazê-lo...
dlga_merchant_quest_brief:escort_merchant_caravan_quest_brief|Vou enviar uma caravana mercante a {s8}. No entanto, com todos esses bandidos e desertores soltos por aí, não quero enviá-la sem uma escolta. Se puder conduzir a caravana até {s8} em 15 dias, você ganhará {reg8} denares. Mas claro, seu grupo precisa ter ao menos {reg4} pessoas para poder oferecer-lhes proteção.
dlga_escort_merchant_caravan_quest_brief:merchant_quest_taken|Está bem. Escoltarei a caravana.
dlga_escort_merchant_caravan_quest_brief:merchant_quest_stall|Temo que não tenho tantos soldados comigo.
dlga_escort_merchant_caravan_quest_brief:merchant_quest_stall.1|Sinto dizer, mas não posso fazer isso agora.
dlga_start:close_window.103|We can cover the rest of the way ourselves. Thanks.{***}
dlga_start:close_window.104|Well, we have almost reached {s21}. We can cover the rest of the way ourselves.  Here's your pay... {reg14} aurums.  Thanks for escorting us. Good luck.{***}
dlga_start:merchant_caravan_intro_1|Saudações. Você deve ser nossa escolta, não?
dlga_merchant_caravan_intro_1:merchant_caravan_intro_2|Sim. Meu nome é {playername} e os levarei até {s1}.
dlga_merchant_caravan_intro_2:escort_merchant_caravan_talk|Bem, é bom saber que não viajaremos sós. O que quer que façamos agora?
dlga_start:escort_merchant_caravan_talk|Eh. Chegamos até aqui... O que quer que façamos?
dlga_escort_merchant_caravan_talk:merchant_caravan_follow_lead|Siga-me. Os levarei por uma rota segura.
dlga_merchant_caravan_follow_lead:close_window|Ótimo. Estaremos bem atrás de você.
dlga_escort_merchant_caravan_talk:merchant_caravan_stay_here|Fique aqui por um tempo. Vou dar uma olhada à frente.
dlga_merchant_caravan_stay_here:close_window|Muito bem. Estaremos esperando por você aqui.
dlga_merchant_quest_requested:merchant_quest_brief.4|Na realidade, estava buscando uma pessoa capaz como você. Um grupo de bandidos particularmente problemáticos invadiram os arredores de nossa cidade e estão atacando os visitantes e nossas caravanas. Até agora eles têm evitado todos os soldados e milicianos. Se alguém não lhes tirar logo o couro, irei à falência...
dlga_merchant_quest_brief:troublesome_bandits_quest_brief|Pagarei a você {reg8} denares se der caça a esses bandidos problemáticos. É um trabalho perigoso, mas creio que você é {o homem/a pessoa} ideal para realizá-lo. O que me diz?
dlga_troublesome_bandits_quest_brief:merchant_quest_taken_bandits|Muito bem. Caçarei esses bandidos.
dlga_merchant_quest_taken_bandits:close_window|Fará isso? Esplêndido. Que tenha boa sorte.
dlga_troublesome_bandits_quest_brief:merchant_quest_stall|Desculpe. Não tenho tempo para isso agora.
dlga_merchant_quest_requested:merchant_quest_brief.5|Na verdade, eu estava procurando u{m/ma} aventureir{o/a} capaz como você. Recentemente, houve um aumento preocupante no nível de crimes relacionados a queijos. Todas as noites, ladrões entram sorrateiramente na cidade sob o manto da escuridão, roubando nossos melhores queijos e rolando-os para fora do portão! Nossa milícia parece incapaz de detê-los. Se alguém não os impedir logo, nossa reputação como queijeiros será arruinada...
dlga_merchant_quest_brief:kidnapped_girl_quest_brief|A quantia que os bandidos pedem como resgate é de {reg12} denares. Darei o dinheiro a você uma vez que aceitar a missão. Você tem 15 dias para levar o dinheiro aos bandidos, que estarão esperando próximos à aldeia de {s4}. Esses bastardos disseram que matariam a pobre moça se não lhes levassem o dinheiro a tempo. Você terá seu pagamento de {reg8} denares quando trazer a donzela de volta sã e salva.
dlga_kidnapped_girl_quest_brief:kidnapped_girl_quest_taken|Tudo bem. Levarei o dinheiro do resgate aos bandidos e retornarei com a moça.
dlga_kidnapped_girl_quest_taken:close_window|Perfeito! Sabia que poderíamos confiar em você para esta tarefa. Aqui está o dinheiro do resgate, {reg12} denares. Conte-o antes de pagá-lo. E por favor, não cometa nenhuma imprudência. Tenha em mente que o bem-estar da donzela é o mais importante...
dlga_kidnapped_girl_quest_brief:merchant_quest_stall|Sinto muito. Não tenho tempo para isso agora.
dlga_start:close_window.105|Thank you so much for bringing me back!  I can't wait to see my family. Good-bye.{***}
dlga_kidnapped_girl_liberated_map:kidnapped_girl_liberated_map_2a|Sim. Venha comigo. Nós vamos para casa.
dlga_kidnapped_girl_liberated_map_2a:close_window|Infelizmente, não tem lugar para mim em seu grupo.
dlga_kidnapped_girl_liberated_map_2a:close_window.1|Oh, verdade? Muitíssimo obrigada!
dlga_kidnapped_girl_liberated_map:kidnapped_girl_liberated_map_2b|Espere aqui um pouco mais. Voltarei para lhe buscar.
dlga_kidnapped_girl_liberated_map_2b:close_window|Oh, por favor {senhor/senhora}, não me deixe aqui sozinha!
dlga_start:kidnapped_girl_liberated_map|Oh, {senhor/senhora}. Agradeço-lhe tanto por ter me resgatado... Irá me levar para minha família agora?
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2a|Sim, venha comigo. Nós vamos para casa.
dlga_kidnapped_girl_liberated_battle_2a:kidnapped_girl_liberated_battle_2b|Lamentavelmente, não há lugar para mim em seu grupo.
dlga_kidnapped_girl_liberated_battle_2a:close_window|Oh, verdade? Muitíssimo obrigada!
dlga_kidnapped_girl_liberated_battle:kidnapped_girl_liberated_battle_2b|Espere aqui um pouco mais. Voltarei para buscá-la.
dlga_kidnapped_girl_liberated_battle_2b:close_window|Oh, por favor {senhor/senhora}, não me deixe aqui sozinha!
dlga_start:kidnapped_girl_liberated_map.1|Posso ir com você agora?
dlga_start:bandits_awaiting_ransom_intro_1|Você é {o/a} infeliz que trouxe o resgate? Rápido, dê-nos o dinheiro agora.
dlga_start:bandits_awaiting_ransom_intro_1.1|Voltou? Rápido, dê-nos o dinheiro agora.
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_pay|Tome, pegue o dinheiro. Agora liberte a garota.
dlga_bandits_awaiting_ransom_pay:close_window|Há. Sim, você trouxe todo o dinheiro. Agora pode levar a garota. Foi um prazer fazer negócios com você...
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_b|De jeito nenhum! Solte a garota primeiro.
dlga_bandits_awaiting_ransom_b:bandits_awaiting_ransom_b2|Você é {um/uma} tol{o/a}! Deixe de bobagens e dê-nos o dinheiro! 
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_pay|Certo. Aqui está seu dinheiro. Solte a garota agora.
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_no_money|Deixei o dinheiro em um lugar seguro. Deixe que eu vá buscá-lo.
dlga_bandits_awaiting_ransom_no_money:close_window|Está testando nossa paciência ou algo assim? Vá e traga o dinheiro, rápido!
dlga_bandits_awaiting_ransom_b2:bandits_awaiting_ransom_fight|Não tenho a intenção de pagar-lhe nada. Exijo que solte a garota, já!
dlga_bandits_awaiting_ransom_fight:close_window|Você não exigirá nada quando estiver morto.
dlga_start:bandits_awaiting_remeet|O que foi? Você já nos deu o dinheiro. Não temos nenhum assunto pendente.
dlga_bandits_awaiting_remeet:close_window|Desculpe importuná-los. Seguirei meu caminho.
dlga_bandits_awaiting_remeet:bandits_awaiting_remeet_2|Temos mais um assunto. Você vai me devolver o dinheiro.
dlga_bandits_awaiting_remeet_2:close_window|Oh, esse negócio! Claro. Vamos resolver isso.
dlga_bandits_awaiting_ransom_intro_1:bandits_awaiting_ransom_c|Do you realize who you are speaking to?{***}
dlga_bandits_awaiting_ransom_c:close_window|What are you --- Oh ... Oh no, you're {playername}! Fine, just take the girl! I don't care anymore!{***}
dlga_bandits_awaiting_ransom_c:bandits_awaiting_ransom_b2|You fool! Who even cares who you are?! Stop playing games and give us the money! {***}
dlga_start:kidnapped_girl_encounter_1|Oh, {senhor/senhora}. Agradeço-lhe tanto que tenha me resgatado. Irá me levar para minha família agora?
dlga_kidnapped_girl_encounter_1:kidnapped_girl_join|Sim. Venha comigo. Eu a levarei para casa.
dlga_kidnapped_girl_join:close_window|Infelizmente, não tem lugar para mim em seu grupo.
dlga_kidnapped_girl_join:close_window.1|Oh, muitíssimo obrigada!
dlga_kidnapped_girl_encounter_1:kidnapped_girl_wait|Espere aqui um pouco mais. Voltarei para buscá-la.
dlga_kidnapped_girl_wait:close_window|Oh, por favor, {senhor/senhora}. Não me deixe aqui sozinha!
dlga_merchant_quest_about_job_2:lost_kidnapped_girl|Infelizmente eu perdi a garota ao voltar para cá...
dlga_lost_kidnapped_girl:lost_kidnapped_girl_2|Oh, não! Como vou dizer isto a meu amigo?
dlga_lost_kidnapped_girl_2:lost_kidnapped_girl_3|Sinto muito. Não pude fazer nada.
dlga_lost_kidnapped_girl_3:lost_kidnapped_girl_4|Você me decepcionou, {playername}. Eu confiava em você. Contarei ao povo de sua incompetência nesta missão. Além disso, quero que me devolva esses {reg8} denares que lhe dei como pagamento pelo resgate.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5a|Naturalmente. Aqui estão eles...
dlga_merchant_quest_about_job_5a:close_window|Pelo menos você teve a decência de devolver-me o dinheiro.
dlga_lost_kidnapped_girl_4:merchant_quest_about_job_5b|Desculpe. Não carrego essa quantia comigo.
dlga_merchant_quest_about_job_5b:close_window|Espera mesmo que eu acredite nisso? Você vai me devolver o dinheiro do resgate! Traga-o para mim agora!
dlga_merchant_quest_requested:merchant_quest_persuade_peace_1|Esta guerra entre o {s15} e o {s14} tem levado nossa cidade à beira da ruína. Nossas caravanas são assaltadas antes que cheguem ao seu destino. Nossos mercadores temem abandonar a segurança dos muros de nossa cidade. E como se tudo isso não bastasse, os impostos para manter a guerra consomem todo o resto de nossas receitas. Se a paz não chegar logo, não poderemos resistir muito tempo.
dlga_merchant_quest_persuade_peace_1:merchant_quest_brief|Tem razão. Mas quem poderia deter esta insanidade chamada guerra?
dlga_merchant_quest_persuade_peace_1:merchant_quest_persuade_peace_reject|É nossa obrigação ajudar os nobres em suas guerras. Você não deveria se queixar disso.
dlga_merchant_quest_persuade_peace_reject:close_window|Há! Os nobres lutam em suas guerras por cobiça e por seus sonhos de glória. E nós, pobres almas simples, que sofremos de verdade. Mas você obviamente não quer ouvir nada disso.
dlga_merchant_quest_brief:merchant_quest_persuade_peace_3|Houve tentativas de conciliar ambas as partes e chegar a um acordo. Contudo, há lordes poderosos em ambos os lados que possuem um profundo interesse na continuação da guerra. Esses homens encorajam todos os outros a não escutarem as palavras dos homens sensatos, e continuam lutando. Enquanto estes líderes seguirem mantendo sua influência, um acordo de paz nunca será alcançado.
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4|Quem são esses fomentadores de guerra que entravam o caminho para a paz?
dlga_merchant_quest_persuade_peace_3:merchant_quest_persuade_peace_4.1|Quem são esses lordes de que você fala?
dlga_merchant_quest_persuade_peace_4:merchant_quest_persuade_peace_5|São {s12} do {s15} e {s13} do {s14}. Até que eles mudem de opinião ou percam sua influência, não haverá maneira alguma de conseguir a paz entre ambos os lados.
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6|O que se pode fazer a respeito?
dlga_merchant_quest_persuade_peace_5:merchant_quest_persuade_peace_6.1|Infelizmente, parece que não é possível fazer nada.
dlga_merchant_quest_persuade_peace_6:merchant_quest_persuade_peace_7|Não há maneira de resolver este assunto. Uma pessoa muito determinada talvez pudesse persuadir um ou ambos esses lordes para que aceitassem negociar a paz. E mesmo que isso falhasse, poderia-se tentar derrotar estes varões pela força e fazê-los prisioneiros. Se estivessem cativos, perderiam sua influência e não poderiam mais opor-se a um acordo... O que acha? Poderia fazer isto?
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8|Parece complicado. Mas vou tentar.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.1|Por uma quantia adequada, é possível.
dlga_merchant_quest_persuade_peace_7:merchant_quest_persuade_peace_8.2|Esqueça. Isto não é problema meu.
dlga_merchant_quest_persuade_peace_8:merchant_quest_persuade_peace_9|A maioria dos mercadores da cidade abririam alegremente suas bolsas para apoiar um plano assim. Creio que dentre todos nós podemos arrecadar {reg12} denares. Teremos o prazer de recompensá-l{o/a} com essa soma, se você puder resolver isto. Convença {s12} e {s13} para que aceitem um tratado de paz, e se algum deles se mostrar muito obstinado, assegure-se de que caia prisioneiro e não consiga pagar seu resgate até que o acordo tenha entrado em vigor.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_10|De acordo. Farei o que puder.
dlga_merchant_quest_persuade_peace_9:merchant_quest_persuade_peace_no|Desculpe. Não posso fazer isto.
dlga_merchant_quest_persuade_peace_10:close_window|Excelente. Você terá nossas bênçãos. Espero que possa se virar com esses dois bodes velhos. Estaremos esperando e confiando em receber boas notícias.
dlga_merchant_quest_persuade_peace_no:close_window|Não diga não, ainda. Pense nisso durante um tempo. Se há {um homem/uma mulher} que possa fazer isto, é você.
dlga_merchant_quest_requested:merchant_quest_deal_with_night_bandits|Vá sim! Há um grupo de bandidos infestando a cidade e já não sei o que mais posso fazer para acabar com eles. Esses infelizes aproveitam a escuridão da noite para emboscar e assaltar os cidadãos, e quando os guardas chegam, se escondem como um raio. Não temos sido capazes de pegar um só deles. Eles apenas atacam pessoas desgarradas, não se atrevem quando há um grupo de gente. Preciso que alguém que possa enfrentar esses bandidos sozinho e os vença. Parece que essa é a única forma de levá-los perante a justiça. Você é capaz de fazê-lo?
dlga_merchant_quest_brief:merchant_quest_deal_with_night_bandits|Há um grupo de bandidos infestando a cidade, e já não sei o que poderíamos fazer com eles. Os infelizes tem emboscado e roubado os cidadãos continuamente sob a cobertura da noite, e depois desaparecem rapidamente como um raio, quando os guardas finalmente decidem aparecer. Não temos sido capazes de capturar nem um só deles. Eles apenas atacam as pessoas de bem que andam sozinhas, não se atrevem quando há multidão ao redor. Portanto, necessito de alguém que seja capaz de enfrentar esses bandidos sozinho e derrotá-los. Essa parece ser a única maneira de levá-los perante a justiça. Você está preparado para algo assim?
dlga_merchant_quest_deal_with_night_bandits:deal_with_night_bandits_quest_taken|Matar bandidos? É claro que sim!
dlga_merchant_quest_deal_with_night_bandits:merchant_quest_stall|Desculpe, não me interessa.
dlga_deal_with_night_bandits_quest_taken:mayor_pretalk|Você me tirou um peso das costas, {playername}. Pode contar com uma bela recompensa se conseguir obter êxito. Mas que não lhe matem, hã?
dlga_merchant_quest_requested:merchant_quest_brief.6|Um dos mercadores locais está buscando por pastores que possam conduzir seu gado ao mercado de {s13}.
dlga_merchant_quest_brief:move_cattle_herd_quest_brief|O gado deve chegar a {s13} em um máximo de trinta dias. Se for antes, muito melhor, mas o prazo máximo não pode exceder os trinta dias. Se puder fazer isso, eu lhe pagaria {reg8} denares por seu esforço. É de seu interesse?
dlga_move_cattle_herd_quest_brief:move_cattle_herd_quest_taken|Sim, posso levar o gado a {s13}.
dlga_move_cattle_herd_quest_brief:merchant_quest_stall|Desculpe, mas não.
dlga_move_cattle_herd_quest_taken:mayor_pretalk|Esplêndido. Você pode encontrar o rebanho fora da cidade. Uma vez que tenha levado os animais a {s13}, retorne e lhe darei seu pagamento.
dlga_merchant_quest_requested:mayor_pretalk|Temo que não posso oferecer-lhe nenhum trabalho agora.
dlga_start:village_elder_deliver_cattle_thank|{Meu bom senhor/Minha boa senhora}, nossa aldeia agradece sua ajuda. Obrigado pelas {reg5} cabeças de gado que trouxe, agora podemos criar nosso próprio rebanho.
dlga_village_elder_deliver_cattle_thank:village_elder_talk|{Meu bom senhor/Minha boa senhora}, diga-me, há algo que eu possa fazer por você?
dlga_start:village_elder_talk|Bem-vind{o/a} a {s9}, {s0}. Alegra-nos muito saber que você é {o novo lorde/a nova lady} de nossa humilde aldeia. Eu sou o ancião da aldeia e ficarei honrado de servi-lo em tudo o que puder.
dlga_start:village_elder_talk.1|Bom dia, {s0}, e bem-vind{o/a} a {s9}. Eu sou o ancião desta aldeia.
dlga_start:village_elder_talk.2|Sua Alteza, é uma grande honra recebê-l{o/a} em nossa humilde aldeia.
dlga_start:village_elder_talk.3|{Milorde/Milady}, você honra nossa humilde aldeia com sua presença.
dlga_start:village_elder_talk.4|Bom dia, {s0}.
dlga_village_elder_pretalk:village_elder_talk|Há algo mais que eu possa fazer por você?
dlga_village_elder_talk:village_elder_ask_fugitive|Procuro um homem chamado {s4}. Soube que ele podia estar aqui.
dlga_village_elder_ask_fugitive:village_elder_pretalk|Estranhos entram e saem de nossa aldeia, {senhor/senhora}. Mas duvido que você o encontre a esta hora da noite. Teria mais chance durante o dia.
dlga_village_elder_ask_fugitive:close_window|Estranhos entram e saem de nossa aldeia, {senhor/senhora}. Se ele está mesmo escondido aqui, tenho certeza de que poderá encontrá-lo procurando ao redor.
dlga_village_elder_talk:village_elder_active_mission_1|Quanto à tarefa que me pediu...
dlga_village_elder_talk:village_elder_request_mission_ask|Há alguma tarefa na qual possa ajudá-lo?
dlga_village_elder_talk:village_elder_trade_begin|Quero comprar suprimentos. Pagarei com ouro.
dlga_village_elder_trade_begin:village_elder_trade_talk|Claro, {senhor/senhora}. Quer comprar mercadorias ou gado?
dlga_village_elder_trade_talk:village_elder_trade|Quero comprar comida e suprimentos.
dlga_village_elder_trade:village_elder_pretalk|Temos um pouco de comida e outros suprimentos em nosso armazém. Venha dar uma olhada.
dlga_village_elder_trade_talk:village_elder_buy_cattle|Quero comprar gado.
dlga_village_elder_trade_talk:village_elder_pretalk|Mudei de ideia. Não preciso comprar nada.
dlga_village_elder_talk:village_sponsor|I'd like to help your village with some money (7000 aurums).{***}
dlga_village_sponsor:village_elder_talk|Oh my... I mean, thank you, {s0}. This is very generous of you.{***}
dlga_village_elder_talk:send_reinf_to_fief1|I want to send troops to one of my fiefs and I want you to provide them with food.{***}
dlga_send_reinf_to_fief1:send_reinf_to_fief2|Aye {s0}. Where would you like to send them?{***}
